P.A.Hilton Logger Data File
C:\Users\Admin\Desktop\Equipos_PAHilton\Nuevas Practicas\Radiación\H112C-3.pah
1/07/2025 11:27:14 a. m.

;;;0001;0011;0021;0031;0041;0051;0113;0123;
Graph Display;;;-10 | 100;-10 | 100;0 | 70;0 | 70;0 | 350;-10 | 360;0 | 250;0 | 21;
Lower limit | Upper Limit;;;- | -;- | -;- | -;- | -;- | -;- | -;- | -;- | -;
;;;T1;T2;T3;T4;T5;Radiometer;Input Voltage;Input Current;
Sample;Date;Time;°C;°C;°C;°C;°C;W/m2;V;A;
0;1/07/2025;11:27:53;21,86623;24,61388;24,93889;41,87795;264,6078;14,53485;190,9899;0,749186;
1;1/07/2025;11:28:08;21,88184;24,57872;24,96231;41,94825;264,6313;14,53485;191,3986;0,751379;
2;1/07/2025;11:28:23;21,87795;24,57872;25,00138;41,96389;264,7719;14,53485;191,5874;0,7508799;
3;1/07/2025;11:28:38;21,92872;24,55138;24,87637;42,13574;264,9125;14,53485;191,1209;0,7495143;
4;1/07/2025;11:28:53;21,95217;24,59825;24,89982;42,06543;264,8422;14,53485;190,7123;0,7507224;
5;1/07/2025;11:29:08;21,91699;24,567;24,91544;42,08105;264,9359;14,53485;191,2906;0,751379;
6;1/07/2025;11:29:23;21,88184;24,6295;24,88029;42,12012;265,2406;14,53485;190,5504;0,7493436;
7;1/07/2025;11:29:38;21,97951;24,60606;24,85293;42,19043;265,2875;14,53485;190,4617;0,7502365;
8;1/07/2025;11:29:53;21,94436;24,59435;24,86856;42,30762;265,2328;14,53485;190,7316;0,7477942;
9;1/07/2025;11:30:08;22,00293;24,55138;24,85293;42,36231;265,2641;14,53485;190,9899;0,7497506;
10;1/07/2025;11:30:23;21,9834;24,60996;24,90763;42,44043;265,3813;14,53485;191,3986;0,7516153;
11;1/07/2025;11:30:38;22,0498;24,60216;24,88419;42,417;265,3656;14,53485;191,279;0,7500789;
12;1/07/2025;11:30:53;21,99123;24,66466;24,86466;42,44824;265,35;14,53485;191,1865;0,7507224;
13;1/07/2025;11:31:08;22,03809;24,64122;24,91544;42,542;265,4594;14,53485;191,1287;0,7507224;
14;1/07/2025;11:31:23;22,0459;24,59825;24,84903;42,52637;265,3422;14,53485;191,013;0,7516941;
15;1/07/2025;11:31:38;22,09668;24,6959;24,82169;42,55762;265,4672;14,53485;190,932;0,7501577;
16;1/07/2025;11:31:53;22,06153;24,63732;24,86076;42,64356;265,4516;14,53485;190,9513;0,7515365;
17;1/07/2025;11:32:08;22,02637;24,60216;24,87637;41,79982;264,5531;14,53485;192,2892;0,7503152;
18;1/07/2025;11:32:23;22,06543;24,567;26,06389;41,08105;263,3656;14,53485;191,1865;0,7497506;
19;1/07/2025;11:32:38;22,11621;24,59044;27,3295;40,36231;261,6313;14,53485;191,3793;0,7506436;
20;1/07/2025;11:32:53;22,08887;24,54356;27,70451;39,99512;261,3656;14,53485;191,3407;0,7508799;
21;1/07/2025;11:33:08;22,03809;24,64122;28,37247;39,58105;261,0531;14,53485;191,3599;0,7484507;
22;1/07/2025;11:33:23;22,12793;24,65685;28,06389;39,25293;260,7953;14,53485;191,3098;0,749593;
23;1/07/2025;11:33:38;22,08887;24,61388;29,73965;39,01074;260,8266;14,53485;191,5951;0,7512214;
24;1/07/2025;11:33:53;22,12793;24,63732;31,72012;38,72169;260,7953;14,53485;191,3599;0,7505648;
25;1/07/2025;11:34:08;22,12012;24,64513;33,08731;38,50294;260,7172;14,53485;191,2906;0,7496719;
26;1/07/2025;11:34:23;22,19434;24,62169;34,57168;38,21387;260,5375;14,53485;191,4178;0,7504072;
27;1/07/2025;11:34:38;22,17481;24,67637;36,11074;37,88576;259,9594;14,53485;191,6259;0,7503152;
28;1/07/2025;11:34:53;22,21778;24,64513;37,32949;37,67482;259,7875;14,53485;191,5103;0,7500789;
29;1/07/2025;11:35:08;22,25684;24,68419;38,74356;37,44043;259,9985;14,53485;191,2212;0,749593;
30;1/07/2025;11:35:23;22,19824;24,72326;40,07951;37,2373;260,2328;14,53485;191,9769;0,751924;
31;1/07/2025;11:35:38;22,30762;24,73107;41,00137;36,99512;260,3891;14,53485;191,3214;0,7499082;
32;1/07/2025;11:35:53;22,32324;24,74669;41,94669;36,91699;260,4281;14,53485;191,3869;0,7500789;
33;1/07/2025;11:36:08;22,2295;24,73107;42,98576;36,69044;260,3891;14,53485;191,8265;0,7505648;
34;1/07/2025;11:36:23;22,26856;24,79749;43,97795;36,52637;260,475;14,53485;191,4718;0,7504072;
35;1/07/2025;11:36:38;22,31153;24,73889;44,96231;36,24512;260,1313;14,53485;191,7185;0,7537102;
36;1/07/2025;11:36:53;22,29981;24,72716;45,71231;36,08105;260,1156;14,53485;191,4795;0,7504072;
37;1/07/2025;11:37:08;22,28419;24,77012;46,38419;35,77637;259,3813;14,53485;191,8881;0,7516941;
38;1/07/2025;11:37:23;22,31544;24,692;46,79825;35,55762;259,0453;14,53485;191,4718;0,7525806;
39;1/07/2025;11:37:38;22,3584;24,70763;47,53263;35,33106;258,4516;14,53485;191,5373;0,7511098;
40;1/07/2025;11:37:53;22,28028;24,75842;48,15762;35,19824;258,8109;14,53485;191,3291;0,750486;
41;1/07/2025;11:38:09;22,32324;24,77403;49,11855;34,94825;259,2875;14,53485;191,0438;0,7484507;
42;1/07/2025;11:38:25;22,3545;24,80529;49,74356;34,71388;259,2094;14,53485;191,8496;0,7515365;
43;1/07/2025;11:38:40;22,36231;24,8131;50,00918;34,542;259,0844;14,53485;192,2159;0,7503152;
44;1/07/2025;11:38:55;22,37793;24,77795;50,65762;34,50294;259,4125;14,53485;191,1788;0,7492648;
45;1/07/2025;11:39:10;22,33496;24,8131;51,29043;34,22168;259,4203;14,53485;190,3615;0,7474003;
46;1/07/2025;11:39:25;22,40137;24,77795;51,30606;34,08887;259,4359;14,53485;190,5619;0,747164;
47;1/07/2025;11:39:40;22,32716;24,7545;51,79044;33,88576;259,5844;14,53485;191,6684;0,7484507;
48;1/07/2025;11:39:55;22,33496;24,76231;52,38419;33,69825;259,7641;14,53485;191,3677;0,750486;
49;1/07/2025;11:40:10;22,38575;24,78576;52,68105;33,60451;259,7172;14,53485;191,0322;0,7492648;
50;1/07/2025;11:40:25;22,34278;24,77012;53,16543;33,45606;259,7172;14,53485;191,3599;0,7511098;
51;1/07/2025;11:40:40;22,31544;24,84436;53,5795;33,21387;259,8188;14,53485;191,4332;0,7502365;
52;1/07/2025;11:40:55;22,37403;24,77795;53,80606;33,12012;260,0219;14,53485;191,5874;0,7505648;
53;1/07/2025;11:41:10;22,35059;24,82483;54,23574;32,99512;260,0531;14,53485;191,2597;0,7495143;
54;1/07/2025;11:41:25;22,40918;24,80918;54,66544;32,86231;260,0609;14,53485;191,6607;0,7505648;
55;1/07/2025;11:41:40;22,33887;24,79357;54,90763;32,74512;260,0609;14,53485;191,5681;0,7505648;
56;1/07/2025;11:41:55;22,39746;24,82483;55,28262;32,62794;260,2172;14,53485;190,5311;0,7488708;
57;1/07/2025;11:42:10;22,43263;24,83263;55,36074;32,46387;260,1078;14,53485;191,2713;0,7514578;
58;1/07/2025;11:42:25;22,4209;24,79749;55,71231;32,37793;260,2094;14,53485;191,2906;0,7487921;
59;1/07/2025;11:42:40;22,40528;24,83263;56,06389;32,31153;260,3422;14,53485;191,1094;0,7484507;
60;1/07/2025;11:42:55;22,43653;24,8131;56,39199;32,12012;260,35;14,53485;191,4409;0,750486;
61;1/07/2025;11:43:10;22,40137;24,82872;56,61856;32,06152;260,2953;14,53485;192,3277;0,7504072;
62;1/07/2025;11:43:25;22,48731;24,8131;56,86856;31,85059;260,3031;14,53485;191,491;0,7527382;
63;1/07/2025;11:43:40;22,44434;24,8717;56,97795;31,7334;260,3578;14,53485;191,3291;0,749593;
64;1/07/2025;11:43:55;22,4834;24,85997;57,32949;31,62403;260,5141;14,53485;191,279;0,7492648;
65;1/07/2025;11:44:11;22,44044;24,84436;57,47793;31,4834;260,4828;14,53485;191,4718;0,7503152;
66;1/07/2025;11:44:26;22,51857;24,86778;57,62637;31,38575;260,4047;14,53485;192,2584;0,7517664;
